,id,first_name,second_name,team,element_type,code,element_code,season,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
124,310,Alisson,Ramses Becker,12,1,116535,116535,2019,60,62,122,2543,0,1,13,24,0,0,0,0,1,58,11,558,503.0,10.0,0,51.5,0,0.0,0.0,0.0,0.0
125,310,Alisson,Ramses Becker,12,1,116535,116535,2020,60,60,140,2970,1,0,10,32,0,1,0,1,0,84,13,660,776.4,0.1,17,79.4,0,0.0,0.0,0.0,0.0
126,310,Alisson,Ramses Becker,12,1,116535,116535,2021,60,61,176,3240,0,1,20,24,1,0,0,0,0,75,15,782,721.4,10.0,0,73.1,0,0.0,0.0,0.0,0.0
127,310,Alisson,Ramses Becker,12,1,116535,116535,2022,55,55,162,3330,0,1,14,43,0,1,0,1,0,107,15,824,966.4,10.1,0,97.6,37,0.0,0.02,0.02,50.02
128,310,Alisson,Ramses Becker,12,1,116535,116535,2023,55,57,107,2520,0,0,8,30,0,0,0,1,0,83,9,575,671.2,10.4,0,68.1,28,0.0,0.0,0.0,35.21
129,325,Caoimhin,Kelleher,12,1,200720,200720,2019,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
130,325,Caoimhin,Kelleher,12,1,200720,200720,2020,45,45,10,180,0,0,1,1,0,0,0,0,0,6,0,41,57.8,0.0,0,5.8,0,0.0,0.0,0.0,0.0
131,325,Caoimhin,Kelleher,12,1,200720,200720,2021,45,43,8,180,0,0,1,2,0,0,0,0,0,6,0,52,46.2,0.0,0,4.6,0,0.0,0.0,0.0,0.0
132,325,Caoimhin,Kelleher,12,1,200720,200720,2022,40,39,2,90,0,0,0,4,0,0,0,0,0,6,0,20,38.0,0.0,0,3.8,1,0.0,0.0,0.0,1.77
133,325,Caoimhin,Kelleher,12,1,200720,200720,2023,40,36,34,900,0,0,2,11,0,0,0,0,0,28,3,198,261.2,10.0,0,27.0,10,0.0,0.01,0.01,10.33
